   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.200000,  -1.600000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000
   0.000000,   0.001199,  -0.000000,  -0.000000,   0.083103,   0.300000,  -1.700000,   0.000000,   0.025242,   0.025242,   0.025242,   0.025242,   0.000000
   0.000000,  -0.000129,  -0.000000,   0.000000,   0.183103,   0.235663,  -1.800000,  -0.000000,  -0.002706,  -0.002706,  -0.002706,  -0.002706,   0.000000
   0.000000,  -0.004879,  -0.000000,   0.000000,   0.283103,   0.135663,  -1.825661,  -0.000000,  -0.102706,  -0.102706,  -0.102706,  -0.102706,   0.000000
   0.000000,  -0.009629,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.725661,  -0.000000,  -0.202706,  -0.202706,  -0.202706,  -0.202706,   0.000000
   0.000000,  -0.014379,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.732815,   0.000000,  -0.302706,  -0.302706,  -0.302706,  -0.302706,   0.000000
   0.000000,  -0.019129,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.832815,   0.000000,  -0.402706,  -0.402706,  -0.402706,  -0.402706,   0.000000
   0.000000,  -0.023879,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.769232,   0.000000,  -0.502706,  -0.502706,  -0.502706,  -0.502706,   0.000000
   0.000000,  -0.028629,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.869232,   0.000000,  -0.602706,  -0.602706,  -0.602706,  -0.602706,   0.000000
   0.000000,  -0.033379,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.786088,   0.000000,  -0.702706,  -0.702706,  -0.702706,  -0.702706,   0.000000
   0.000000,  -0.038129,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.886088,  -0.000000,  -0.802706,  -0.802706,  -0.802706,  -0.802706,   0.000000
   0.000000,  -0.042879,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.797408,  -0.000000,  -0.902706,  -0.902706,  -0.902706,  -0.902706,   0.000000
   0.000000,  -0.047629,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.897408,  -0.000000,  -1.002706,  -1.002706,  -1.002706,  -1.002706,   0.000000
   0.000000,  -0.052379,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.807305,  -0.000000,  -1.102706,  -1.102706,  -1.102706,  -1.102706,   0.000000
   0.000000,  -0.057129,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.907305,   0.000000,  -1.202706,  -1.202706,  -1.202706,  -1.202706,   0.000000
   0.000000,  -0.061879,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.817066,   0.000000,  -1.302706,  -1.302706,  -1.302706,  -1.302706,   0.000000
   0.000000,  -0.066629,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.917066,  -0.000000,  -1.402706,  -1.402706,  -1.402706,  -1.402706,   0.000000
   0.000000,  -0.071379,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.827138,  -0.000000,  -1.502706,  -1.502706,  -1.502706,  -1.502706,   0.000000
   0.000000,  -0.076129,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.927138,   0.000000,  -1.602706,  -1.602706,  -1.602706,  -1.602706,   0.000000
   0.000000,  -0.080879,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.837701,   0.000000,  -1.702706,  -1.702706,  -1.702706,  -1.702706,   0.000000
   0.000000,  -0.085629,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.937701,   0.000000,  -1.802706,  -1.802706,  -1.802706,  -1.802706,   0.000000
   0.000000,  -0.090379,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.848854,   0.000000,  -1.902706,  -1.902706,  -1.902706,  -1.902706,   0.000000
   0.000000,  -0.095129,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.948854,   0.000000,  -2.002706,  -2.002706,  -2.002706,  -2.002706,   0.000000
   0.000000,  -0.099879,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.860671,   0.000000,  -2.102706,  -2.102706,  -2.102706,  -2.102706,   0.000000
   0.000000,  -0.104629,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.960671,   0.000000,  -2.202706,  -2.202706,  -2.202706,  -2.202706,   0.000000
   0.000000,  -0.109379,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.873224,   0.000000,  -2.302706,  -2.302706,  -2.302706,  -2.302706,   0.000000
   0.000000,  -0.114129,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.973224,   0.000000,  -2.402706,  -2.402706,  -2.402706,  -2.402706,   0.000000
   0.000000,  -0.118879,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.886588,   0.000000,  -2.502706,  -2.502706,  -2.502706,  -2.502706,   0.000000
   0.000000,  -0.123629,  -0.000000,  -0.000000,   0.383103,   0.035663,  -1.986588,   0.000000,  -2.602706,  -2.602706,  -2.602706,  -2.602706,   0.000000
   0.000000,  -0.128379,  -0.000000,  -0.000000,   0.483103,  -0.064337,  -1.900846,   0.000000,  -2.702706,  -2.702706,  -2.702706,  -2.702706,   0.000000
   0.000000,  -0.133129,  -0.000000,  -0.000000,   0.384872,   0.035663,  -2.000846,   0.000000,  -2.802706,  -2.802706,  -2.802706,  -2.802706,   0.000000
   0.000000,  -0.137879,  -0.000000,  -0.000000,   0.484872,  -0.064337,  -1.916765,   0.000000,  -2.902706,  -2.902706,  -2.902706,  -2.902706,   0.000000
   0.000000,  -0.142629,  -0.000000,  -0.000000,   0.389998,   0.035663,  -2.016765,   0.000000,  -3.002706,  -3.002706,  -3.002706,  -3.002706,   0.000000
   0.000000,  -0.147379,  -0.000000,  -0.000000,   0.489998,  -0.064337,  -1.935318,   0.000000,  -3.102706,  -3.102706,  -3.102706,  -3.102706,   0.000000
   0.000000,  -0.152129,  -0.000000,  -0.000000,   0.398717,   0.035663,  -2.035318,   0.000000,  -3.202706,  -3.202706,  -3.202706,  -3.202706,   0.000000
