   0.000000,   0.170796,   0.000000,   0.036990,   0.000000,  -0.391867
   0.000000,   0.253908,   0.000000,   0.035667,   0.000000,  -0.355997
   0.000000,   0.189599,   0.000000,   0.031223,  -0.000000,  -0.334552
   0.000000,   0.163985,   0.000000,   0.027998,   0.000000,  -0.314388
   0.000000,   0.264051,   0.000000,   0.031553,   0.000000,  -0.294131
   0.000000,   0.256981,   0.000000,   0.027022,   0.000000,  -0.274514
   0.000000,   0.157084,   0.000000,   0.024826,   0.000000,  -0.284798
   0.000000,   0.220789,   0.000000,   0.025217,   0.000000,  -0.265019
   0.000000,   0.120929,   0.000000,   0.022706,   0.000000,  -0.274945
   0.000000,   0.204231,   0.000000,   0.024821,   0.000000,  -0.255237
   0.000000,   0.104407,   0.000000,   0.021897,   0.000000,  -0.264961
   0.000000,   0.193281,   0.000000,   0.024793,   0.000000,  -0.245305
   0.000000,   0.093494,   0.000000,   0.021426,   0.000000,  -0.254871
   0.000000,   0.183828,   0.000000,   0.024805,   0.000000,  -0.235252
   0.000000,   0.084077,   0.000000,   0.020982,   0.000000,  -0.244676
   0.000000,   0.174582,   0.000000,   0.024740,   0.000000,  -0.225089
   0.000000,   0.074866,   0.000000,   0.020455,   0.000000,  -0.234375
   0.000000,   0.165096,   0.000000,   0.024548,   0.000000,  -0.214817
   0.000000,   0.065416,   0.000000,   0.019797,   0.000000,  -0.223967
   0.000000,   0.155190,   0.000000,   0.024202,   0.000000,  -0.204438
   0.000000,   0.055545,   0.000000,   0.018981,   0.000000,  -0.213453
   0.000000,   0.144763,   0.000000,   0.023679,   0.000000,  -0.193953
   0.000000,   0.045153,   0.000000,   0.017985,   0.000000,  -0.202834
   0.000000,   0.133742,   0.000000,   0.022957,   0.000000,  -0.183363
   0.000000,   0.034166,   0.000000,   0.016788,   0.000000,  -0.192109
   0.000000,   0.122054,   0.000000,   0.022014,   0.000000,  -0.172667
   0.000000,   0.022512,   0.000000,   0.015367,   0.000000,  -0.181280
   0.000000,   0.109623,   0.000000,   0.020826,   0.000000,  -0.161868
   0.000000,   0.010115,   0.000000,   0.013699,   0.000000,  -0.170348
   0.000000,   0.096365,   0.000000,   0.019363,   0.000000,  -0.150965
   0.000000,  -0.001340,   0.000000,   0.011793,   0.000000,  -0.158854
   0.000000,   0.083283,   0.000000,   0.017546,   0.000000,  -0.139493
   0.000000,  -0.011032,   0.000000,   0.009583,   0.000000,  -0.146391
   0.000000,   0.070990,   0.000000,   0.015263,   0.000000,  -0.127044
   0.000000,  -0.019700,   0.000000,   0.006927,   0.000000,  -0.132906
   0.000000,   0.052431,   0.000000,   0.012178,   0.000000,  -0.115329
   0.000000,  -0.035092,   0.000000,   0.003488,   0.000000,  -0.120260
   0.000000,   0.025425,   0.000000,   0.008374,   0.000000,  -0.105402
   0.000000,  -0.059108,   0.000000,  -0.000638,   0.000000,  -0.109428
   0.000000,  -0.005827,   0.000000,   0.004202,   0.000000,  -0.096671
   0.000000,  -0.086799,   0.000000,  -0.005087,   0.000000,  -0.099650
   0.000000,  -0.039200,   0.000000,  -0.000255,   0.000000,  -0.088630
   0.000000,  -0.115787,   0.000000,  -0.009765,   0.000000,  -0.090370
   0.000000,  -0.073843,   0.000000,  -0.005052,   0.000000,  -0.080916
   0.000000,  -0.137686,   0.000000,  -0.013403,   0.000000,  -0.081261
   0.000000,  -0.104514,   0.000000,  -0.009415,   0.000000,  -0.073251
   0.000000,  -0.147977,   0.000000,  -0.015393,   0.000000,  -0.071781
   0.000000,  -0.118728,   0.000000,  -0.011772,   0.000000,  -0.064114
   0.000000,  -0.120797,   0.000000,  -0.012618,   0.000000,  -0.058462
   0.000000,  -0.096960,   0.000000,  -0.009904,   0.000000,  -0.050250
